ablation,argv,balance_comp,balance_kd_pitch,balance_kd_roll,balance_kp_pitch,balance_kp_roll,balance_max_rad,base_height_mean_m,best_mapping,best_mapping_r,cap_effort_target,cap_runtime_gains,clip,clip_archive,cmd_jump_rad,contact_rule,contact_threshold_n,decimation,dev_cmd_max_rad,dev_cmd_rms_calf_stance,dev_cmd_rms_calf_swing,dev_cmd_rms_hip_stance,dev_cmd_rms_hip_swing,dev_cmd_rms_thigh_stance,dev_cmd_rms_thigh_swing,dev_meas_rms_calf_stance,dev_meas_rms_calf_swing,dev_meas_rms_hip_stance,dev_meas_rms_hip_swing,dev_meas_rms_thigh_stance,dev_meas_rms_thigh_swing,dt,duty,duty_bare_threshold,duty_per_leg,fall_height_m,flight_frac,foot_axis,foot_cap_hit_frac,foot_clip_rad,foot_comp,foot_k,foot_lever_m,foot_sign,foot_swing_source,foot_t_stance_s,foot_vel_filter_hz,foot_vx_des,foot_vy_target,gain_writes,ground_friction_mu,handover_ang_dps,handover_feet_loaded,handover_speed_mps,hip_offset_rad_max,hip_sign,mode_requested,mode_used,n_cycles,n_steps,overwrite_frac_legsteps,overwrite_frac_time,phys_dt,plant_comp,plant_comp_alpha,rate,run_utc,settle_mode,start_feet_down,start_foot_spread_m,start_frame,start_phase,stride_cv,stride_hz,stride_hz_bare_threshold,swing_frac,switch_after_cycles,switch_step,switch_t_s,tag,term_reason,terminated_s,then_clip,torque_saturated_frac,verdict,via_clip,vx_mean,vy_mean,yaw_rate_deg_s
none,--clip-archive data/skill_clips.npz --clip TROT --rate lo --headless --device cpu --hip-sign keep --contact-threshold-n 30 --start-phase level --settle-mode stand --cycles 60 --results-csv outputs/foot_comp.csv --dev-csv outputs/foot_comp_dev.csv --tag trot_cap003 --trace-npz outputs/traces/footcomp/trot_cap003.npz --foot-comp raibert --foot-clip-rad 0.03,off,0.0,0.0,0.0,0.0,0.0,0.3335941731929779,identity,0.6226454675197601,True,True,TROT,skill_clips.npz,,schmitt+despeckle on force,30.0,4,0.029999999329447746,0.0,0.0,0.0,0.019912347197532654,0.0,0.0,0.24416224658489227,0.06931953132152557,0.11498421430587769,0.03255176544189453,0.12126880884170532,0.054037678986787796,0.020090821531248082,0.5484375,0.5412760416666667,"[0.5890625, 0.5739583333333333, 0.4822916666666667, 0.5484375]",0.15,0.0,y,0.2,0.03,raibert,0.0,0.31089838594198227,1.0,clip,0.3716801983280895,0.0,0.443721311481766,0.0,0,1.3,13.176564451488588,3,0.06827092915773392,0.0,keep,position,position,58,1920,0.421875,0.90625,0.0050227053828120205,off,0.0,lo,2026-08-29T09:09:38Z,stand,2,0.014293946325778961,16,level,0.02316156651136848,1.555436643115643,2.765220698872254,0.421875,,,,trot_cap003,,,,0.0,WARN,,0.6595553159713745,0.01571870967745781,5.071649074554443
none,--clip-archive data/skill_clips.npz --clip TROT --rate lo --headless --device cpu --hip-sign keep --contact-threshold-n 30 --start-phase level --settle-mode stand --cycles 60 --results-csv outputs/foot_comp.csv --dev-csv outputs/foot_comp_dev.csv --tag trot_cap004 --trace-npz outputs/traces/footcomp/trot_cap004.npz --foot-comp raibert --foot-clip-rad 0.04,off,0.0,0.0,0.0,0.0,0.0,0.3333873152732849,identity,0.6126892566680908,True,True,TROT,skill_clips.npz,,schmitt+despeckle on force,30.0,4,0.03999999910593033,0.0,0.0,0.0,0.02089807763695717,0.0,0.0,0.24460716545581818,0.06930485367774963,0.11707718670368195,0.03305980935692787,0.1208958625793457,0.053767889738082886,0.020090821531248082,0.54921875,0.5375,"[0.5890625, 0.5703125, 0.4817708333333333, 0.5557291666666667]",0.15,0.0,y,0.08487654320987655,0.04,raibert,0.0,0.31089838594198227,1.0,clip,0.3716801983280895,0.0,0.443721311481766,0.0,0,1.3,13.176564451488588,3,0.06827092915773392,0.0,keep,position,position,58,1920,0.421875,0.90625,0.0050227053828120205,off,0.0,lo,2026-08-29T09:10:15Z,stand,2,0.014293946325778961,16,level,0.020922939481624568,1.555436643115643,2.765220698872254,0.421875,,,,trot_cap004,,,,0.0,WARN,,0.6583629846572876,0.014325534924864769,5.097780227661133
none,--clip-archive data/skill_clips.npz --clip WALK --rate lo --headless --device cpu --hip-sign keep --contact-threshold-n 30 --start-phase level --settle-mode stand --cycles 60 --results-csv outputs/foot_comp.csv --dev-csv outputs/foot_comp_dev.csv --tag walk_off2 --trace-npz outputs/traces/footcomp/walk_off2.npz --foot-comp off,off,0.0,0.0,0.0,0.0,0.0,0.31601953506469727,identity,0.4998604195813338,True,True,WALK,skill_clips.npz,,schmitt+despeckle on force,30.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2316063940525055,0.04279344901442528,0.10046534240245819,0.027683930471539497,0.08026734739542007,0.04642242193222046,0.01977108591891901,0.5916666666666667,0.542454954954955,"[0.6481981981981982, 0.5527027027027027, 0.586036036036036, 0.5797297297297297]",0.15,0.0,,0.0,0.0,off,0.0,0.0,0,,0.48439160501351586,0.0,0.18746616149213685,0.0,0,1.3,3.1959654678462646,3,0.019550304859876633,0.0,keep,position,position,58,2220,0.0,0.0,0.004942771479729753,off,0.0,lo,2026-08-29T09:10:51Z,stand,3,0.026363134384155273,18,level,0.02117173335207636,1.3669976013388716,1.3669976013388716,0.33783783783783783,,,,walk_off2,,,,0.0,WARN,,0.2328098565340042,-0.00022957818873692304,2.676110029220581
none,--clip-archive data/skill_clips.npz --clip TURN --rate lo --headless --device cpu --hip-sign keep --contact-threshold-n 30 --start-phase level --settle-mode stand --cycles 60 --results-csv outputs/foot_comp.csv --dev-csv outputs/foot_comp_dev.csv --tag turn_off --trace-npz outputs/traces/footcomp/turn_off.npz --foot-comp off,off,0.0,0.0,0.0,0.0,0.0,0.33537957072257996,identity,0.32313129554192227,True,True,TURN,skill_clips.npz,,schmitt+despeckle on force,30.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19040878117084503,0.10187501460313797,0.10545746237039566,0.07457955926656723,0.05287192389369011,0.047623563557863235,0.019829280799998135,0.6031390134529148,0.5762331838565022,"[0.5695067264573991, 0.7152466367713004, 0.5269058295964125, 0.600896860986547]",0.15,0.0,,0.0,0.0,off,0.0,0.0,0,,0.5998357441999437,0.0,0.007509986553621348,0.0,0,1.3,32.107841608921596,2,0.06130257248878479,0.0,keep,position,position,7,446,0.0,0.0,0.004957320199999534,off,0.0,lo,2026-08-29T09:11:29Z,stand,3,0.005334831774234772,24,level,0.39517015153568325,1.120677166578039,2.8016929164450977,0.32847533632286996,,,,turn_off,roll,8.82402995599917,,0.0,FAIL,,0.003228252287954092,-0.017401278018951416,-14.702529907226562
none,--clip-archive data/skill_clips.npz --clip TURN --rate lo --headless --device cpu --hip-sign keep --contact-threshold-n 30 --start-phase level --settle-mode stand --cycles 60 --results-csv outputs/foot_comp.csv --dev-csv outputs/foot_comp_dev.csv --tag turn_cap005 --trace-npz outputs/traces/footcomp/turn_cap005.npz --foot-comp raibert --foot-clip-rad 0.05,off,0.0,0.0,0.0,0.0,0.0,0.3327106535434723,identity,0.29769830218477483,True,True,TURN,skill_clips.npz,,schmitt+despeckle on force,30.0,4,0.05000000074505806,0.0,0.0,0.0,0.0445367731153965,0.0,0.0,0.19316144287586212,0.10101556777954102,0.12324380874633789,0.09061332792043686,0.06283579766750336,0.06804946064949036,0.019829280799998135,0.5987762237762237,0.5804195804195804,"[0.583916083916084, 0.6958041958041958, 0.5244755244755245, 0.5909090909090909]",0.15,0.0,y,0.6956521739130435,0.05,raibert,0.0,0.29903870075941086,1.0,clip,0.5998357441999437,0.0,0.007509986553621348,0.0,0,1.3,32.107841608921596,2,0.06130257248878479,0.0,keep,position,position,3,286,0.32167832167832167,0.8146853146853147,0.004957320199999534,off,0.0,lo,2026-08-29T09:11:59Z,stand,3,0.005334831774234772,24,level,0.21398294290193334,0.7102883450142501,5.043047249601177,0.32167832167832167,,,,turn_cap005,roll,5.651345027999469,,0.0,FAIL,,0.005205688998103142,-0.05388661473989487,-7.959817409515381
none,--clip-archive data/skill_clips.npz --clip RUN --rate lo --headless --device cpu --hip-sign keep --contact-threshold-n 30 --start-phase level --settle-mode stand --cycles 60 --results-csv outputs/foot_comp.csv --dev-csv outputs/foot_comp_dev.csv --tag run_off --trace-npz outputs/traces/footcomp/run_off.npz --foot-comp off,off,0.0,0.0,0.0,0.0,0.0,0.2611030042171478,left_right_swapped + hip/thigh/calf sign flipped,0.08318432389448087,True,True,RUN,skill_clips.npz,,schmitt+despeckle on force,30.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42048659920692444,0.6539584398269653,0.2333359271287918,0.21243645250797272,0.2618735134601593,0.3098134696483612,0.0202551066875003,0.41228070175438597,0.39035087719298245,"[0.43859649122807015, 0.5964912280701754, 0.17543859649122806, 0.43859649122807015]",0.15,0.15789473684210525,,0.0,0.0,off,0.0,0.0,0,,0.11140308678125166,0.0,0.5138499244208923,0.0,57,1.3,12.720914847994221,2,0.10564714670181274,0.0,keep,torque,torque,1,57,0.0,0.0,0.005063776671875075,off,0.0,lo,2026-08-29T09:12:27Z,stand,1,0.02071179449558258,5,level,0.0,2.4685132876074,5.4855850835719995,0.6622807017543859,,,,run_off,roll,1.134285974500017,,0.0,FAIL,,0.29287800192832947,-0.1887950599193573,38.40184020996094
none,--clip-archive data/skill_clips.npz --clip RUN --rate lo --headless --device cpu --hip-sign keep --contact-threshold-n 30 --start-phase level --settle-mode stand --cycles 60 --results-csv outputs/foot_comp.csv --dev-csv outputs/foot_comp_dev.csv --tag run_cap005 --trace-npz outputs/traces/footcomp/run_cap005.npz --foot-comp raibert --foot-clip-rad 0.05,off,0.0,0.0,0.0,0.0,0.0,0.26091325283050537,left_right_swapped + hip/thigh/calf sign flipped,0.0727011716614167,True,True,RUN,skill_clips.npz,,schmitt+despeckle on force,30.0,4,0.05000000074505806,0.0,0.0,0.0,0.029924487695097923,0.0,0.0,0.42081505060195923,0.6560458540916443,0.2261650711297989,0.21075685322284698,0.2585083842277527,0.30787989497184753,0.0202551066875003,0.42543859649122806,0.40350877192982454,"[0.38596491228070173, 0.6491228070175439, 0.17543859649122806, 0.49122807017543857]",0.15,0.12280701754385964,y,0.26490066225165565,0.05,raibert,0.0,0.28071194142103195,1.0,clip,0.11140308678125166,0.0,0.5138499244208923,0.0,57,1.3,12.720914847994221,2,0.10564714670181274,0.0,keep,torque,torque,0,57,0.6622807017543859,1.0,0.005063776671875075,off,0.0,lo,2026-08-29T09:12:54Z,stand,1,0.02071179449558258,5,level,nan,nan,5.4855850835719995,0.6622807017543859,,,,run_cap005,roll,1.134285974500017,,0.0,FAIL,,0.27684882283210754,-0.18508650362491608,34.97711181640625
none,--clip-archive data/skill_clips.npz --clip TROT --rate lo --headless --device cpu --hip-sign keep --contact-threshold-n 30 --start-phase level --settle-mode stand --cycles 60 --results-csv outputs/foot_comp.csv --dev-csv outputs/foot_comp_dev.csv --tag trot_k005 --trace-npz outputs/traces/footcomp/trot_k005.npz --foot-comp raibert --foot-clip-rad 0.05 --foot-k 0.05,off,0.0,0.0,0.0,0.0,0.0,0.3337114751338959,identity,0.6223941221833229,True,True,TROT,skill_clips.npz,,schmitt+despeckle on force,30.0,4,0.05000000074505806,0.0,0.0,0.0,0.027856040745973587,0.0,0.0,0.24435143172740936,0.0695788785815239,0.11299516260623932,0.0374612919986248,0.12077111750841141,0.05360594764351845,0.020090821531248082,0.551171875,0.5420572916666667,"[0.5947916666666667, 0.5770833333333333, 0.4739583333333333, 0.5588541666666667]",0.15,0.0,y,0.0941358024691358,0.05,raibert,0.05,0.31089838594198227,1.0,clip,0.3716801983280895,0.0,0.443721311481766,0.0,0,1.3,13.176564451488588,3,0.06827092915773392,0.0,keep,position,position,59,1920,0.421875,0.90625,0.0050227053828120205,off,0.0,lo,2026-08-29T09:13:21Z,stand,2,0.014293946325778961,16,level,0.021524690488000462,1.555436643115643,2.619682767352662,0.421875,,,,trot_k005,,,,0.0,WARN,,0.6614239811897278,0.013706136494874954,5.136022567749023
none,--clip-archive data/skill_clips.npz --clip TROT --rate lo --headless --device cpu --hip-sign keep --contact-threshold-n 30 --start-phase level --settle-mode stand --cycles 60 --results-csv outputs/foot_comp.csv --dev-csv outputs/foot_comp_dev.csv --tag trot_k015 --trace-npz outputs/traces/footcomp/trot_k015.npz --foot-comp raibert --foot-clip-rad 0.05 --foot-k 0.15,off,0.0,0.0,0.0,0.0,0.0,0.3342269957065582,identity,0.6321256856123606,True,True,TROT,skill_clips.npz,,schmitt+despeckle on force,30.0,4,0.05000000074505806,0.0,0.0,0.0,0.03451378643512726,0.0,0.0,0.24469181895256042,0.07010278850793839,0.10638947784900665,0.04226888343691826,0.11927583813667297,0.05309376120567322,0.020090821531248082,0.56171875,0.5444010416666667,"[0.5895833333333333, 0.5994791666666667, 0.46979166666666666, 0.5880208333333333]",0.15,0.0,y,0.2404320987654321,0.05,raibert,0.15,0.31089838594198227,1.0,clip,0.3716801983280895,0.0,0.443721311481766,0.0,0,1.3,13.176564451488588,3,0.06827092915773392,0.0,keep,position,position,59,1920,0.421875,0.90625,0.0050227053828120205,off,0.0,lo,2026-08-29T09:13:57Z,stand,2,0.014293946325778961,16,level,0.01864611773795356,1.555436643115643,1.6056120187000187,0.421875,,,,trot_k015,,,,0.0,WARN,,0.6637018918991089,0.012734202668070793,5.463301658630371
none,--clip-archive data/skill_clips.npz --clip TROT --rate lo --headless --device cpu --hip-sign keep --contact-threshold-n 30 --start-phase level --settle-mode stand --cycles 60 --results-csv outputs/foot_comp.csv --dev-csv outputs/foot_comp_dev.csv --tag trot_simgate --trace-npz outputs/traces/footcomp/trot_simgate.npz --foot-comp raibert --foot-clip-rad 0.05 --foot-swing-source sim,off,0.0,0.0,0.0,0.0,0.0,0.33359095454216003,identity,0.6224572410186132,True,True,TROT,skill_clips.npz,,schmitt+despeckle on force,30.0,4,0.05000000074505806,0.0,0.0,0.0,0.022300906479358673,0.0,0.0,0.25159764289855957,0.07232647389173508,0.11891414225101471,0.033706147223711014,0.1185055747628212,0.06670935451984406,0.020090821531248082,0.548046875,0.541015625,"[0.5880208333333333, 0.5734375, 0.4708333333333333, 0.5598958333333334]",0.15,0.0,y,0.034903518728717366,0.05,raibert,0.0,0.31089838594198227,1.0,sim,0.3716801983280895,0.0,0.443721311481766,0.0,0,1.3,13.176564451488588,3,0.06827092915773392,0.0,keep,position,position,58,1920,0.4588541666666667,0.9526041666666667,0.0050227053828120205,off,0.0,lo,2026-08-29T09:14:33Z,stand,2,0.014293946325778961,16,level,0.02085659602141249,1.555436643115643,2.765220698872254,0.4588541666666667,,,,trot_simgate,,,,0.0,WARN,,0.6566208004951477,0.01511666551232338,5.271010875701904
